Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
49.0,11527.73,839.6441666666666,3.0,7.0,14.0,1.0,12.0,12.0,1.39,3.0,2.0,532.86,23.33033014028687,287.0,2,5.913472082013276,43.23742383911657,3.0,304.8135207455368,Standard
47.0,84378.96,7142.580000000001,5.0,3.0,8.0,2.0,3.0,7.0,4.949999999999998,1.0,3.0,37.11,37.657421276207245,287.0,1,122.6797787382285,189.20482335370627,2.0,682.3733979080654,Poor
47.0,84378.96,7142.580000000001,5.0,3.0,8.0,2.0,5.0,6.0,10.95,1.0,3.0,37.11,36.73405416969872,289.0,1,122.6797787382285,330.9893278094728,2.0,540.5888934522989,Poor
28.0,14785.12,1365.0933333333337,6.0,9.0,17.0,5.0,58.0,22.0,22.41,17.0,1.0,4780.8,27.69242966338759,23.0,3,43.96605324641933,99.36822259732556,2.0,273.1750574895885,Poor
24.0,14441.54,1369.4616666666668,9.0,5.0,22.0,6.0,26.0,19.0,5.869999999999999,11.0,1.0,2176.93,32.230144932990505,114.0,3,47.799525750056496,123.53484270427693,2.0,245.6117982123333,Poor
24.0,14441.54,1369.4616666666668,9.0,5.0,22.0,6.0,26.0,19.0,9.87,11.0,1.0,2176.93,24.0187989090921,115.0,3,47.799525750056496,117.04297866364875,3.0,242.1036622529614,Poor
33.0,31641.76,2388.813333333333,5.0,2.0,3.0,0.0,2.0,7.0,8.06,1.0,3.0,1277.7,32.01839235206849,210.0,1,0.0,139.52073539268207,1.0,389.3605979406513,Good
33.0,31641.76,2388.813333333333,5.0,2.0,3.0,0.0,2.0,7.0,8.06,1.0,3.0,1277.7,34.15440870569148,212.0,1,0.0,89.9459720927821,5.0,398.9353612405512,Good
54.0,55644.14,4908.011666666666,5.0,3.0,6.0,4.0,31.0,22.0,3.64,4.0,2.0,147.64,42.124832191026506,243.0,1,181.7764244731134,69.53966430941443,5.0,489.4850778841388,Standard
54.0,55644.14,4908.011666666666,5.0,3.0,6.0,4.0,26.0,19.0,-3.36,4.0,2.0,147.64,27.56889583006613,248.0,1,181.7764244731134,272.79853746434605,4.0,296.2262047292072,Standard
54.0,55644.14,4908.011666666666,5.0,3.0,6.0,4.0,26.0,21.0,3.64,4.0,2.0,147.64,36.43645259258098,250.0,1,181.7764244731134,316.4318836616906,4.0,252.59285853186265,Standard
24.0,16050.73,1315.5608333333332,8.0,3.0,10.0,4.0,21.0,8.0,12.76,5.0,2.0,1527.78,28.628572647687868,228.0,3,51.66243324119502,37.9228935504481,3.0,311.9707565416901,Standard
24.0,16050.73,1315.5608333333332,8.0,3.0,10.0,4.0,21.0,8.0,12.76,5.0,2.0,1527.78,40.76604806962793,230.0,3,51.66243324119502,102.43562632398609,1.0,267.45802376815226,Poor
24.0,16050.73,1315.5608333333332,8.0,3.0,10.0,4.0,18.0,8.0,12.76,5.0,2.0,1527.78,34.077680407920845,233.0,3,51.66243324119502,102.99970430706789,1.0,266.89394578507046,Poor
29.0,38861.72,3511.476666666667,4.0,5.0,11.0,1.0,10.0,3.0,3.83,4.0,3.0,107.29,35.46547190232927,369.0,1,26.06920391407017,137.68491748932803,4.0,447.3935452632686,Good
30.0,38861.72,3511.476666666667,4.0,5.0,11.0,1.0,10.0,0.0,3.83,4.0,3.0,107.29,32.93503000069668,373.0,1,26.06920391407017,303.271693503383,1.0,311.80676924921363,Good
30.0,38861.72,3511.476666666667,4.0,5.0,11.0,1.0,10.0,3.0,3.83,4.0,3.0,107.29,26.609435295939345,374.0,2,26.06920391407017,34.24744439790478,6.0,530.8310183546919,Good
30.0,38861.72,3511.476666666667,4.0,5.0,11.0,1.0,10.0,1.0,3.83,9.0,3.0,107.29,39.33208651902883,375.0,1,26.06920391407017,122.32791223037664,5.0,452.75055052222,Good
41.0,38764.8,2974.4,10.0,6.0,33.0,2.0,29.0,16.0,11.83,11.0,1.0,2057.3,33.27666783742566,100.0,3,52.91978502757363,58.56470927271357,6.0,425.9555056997128,Poor
41.0,38764.8,2974.4,10.0,6.0,33.0,2.0,29.0,15.0,18.83,11.0,1.0,2057.3,29.82389606001941,103.0,2,52.91978502757363,180.82255185437228,2.0,343.6976631180541,Standard
41.0,38764.8,2974.4,10.0,6.0,33.0,2.0,29.0,16.0,11.83,16.0,1.0,2057.3,28.43265425522808,106.0,3,52.91978502757363,78.34611937161517,4.0,426.1740956008112,Poor
39.0,85020.54000000001,6962.045000000001,0.0,5.0,7.0,3.0,6.0,8.0,4.74,3.0,3.0,934.62,40.01163146427768,183.0,1,205.21133447193017,290.3786265466264,5.0,450.6145389814436,Poor
39.0,85020.54000000001,6962.045000000001,0.0,5.0,7.0,3.0,16.0,7.0,11.74,3.0,3.0,934.62,32.081182354356535,184.0,1,205.21133447193017,172.32771981186585,6.0,558.6654457162042,Standard
39.0,85020.54000000001,6962.045000000001,0.0,5.0,7.0,3.0,11.0,6.0,4.74,3.0,3.0,934.62,37.4638077647206,186.0,1,205.21133447193017,112.53296992027978,6.0,618.4601956077902,Poor
39.0,85020.54000000001,6962.045000000001,0.0,5.0,7.0,3.0,11.0,9.0,4.74,3.0,3.0,934.62,36.726747519246494,188.0,2,205.21133447193017,133.9523581571547,6.0,597.0408073709152,Standard
41.0,34913.58,3076.465,4.0,4.0,4.0,4.0,4.0,0.0,8.76,2.0,3.0,758.31,26.54930930885908,300.0,1,58.82788848446384,239.03327005850088,3.0,279.7853414570353,Standard
41.0,34913.58,3076.465,4.0,4.0,4.0,4.0,4.0,1.0,5.76,2.0,3.0,758.31,38.64997422464785,304.0,1,58.82788848446384,156.44120261129166,4.0,352.3774089042446,Standard
42.0,34913.58,2867.6487957909944,4.0,4.0,4.0,4.0,2.0,0.0,5.76,2.0,3.0,758.31,24.663866692489428,306.0,1,267.6440926934696,214.01705468041885,1.0,324.80155683511737,Standard
33.0,41770.21,3652.850833333333,0.0,7.0,4.0,2.0,4.0,4.0,11.13,1.0,3.0,1174.56,27.344177091160844,227.0,2,51.922734311067565,140.51698448635568,2.0,452.8453645359101,Good
33.0,41770.21,3652.850833333333,0.0,7.0,4.0,2.0,12.0,10.0,11.13,1.0,3.0,1174.56,28.091057064901342,229.0,1,51.922734311067565,285.0230179573448,2.0,308.339331064921,Standard
41.0,50243.22,4107.935,8.0,3.0,19.0,3.0,17.0,14.0,14.19,2.0,2.0,1161.1,33.911938876207685,324.0,3,62.89923429306123,74.81867031606478,5.0,523.075595390874,Standard
24.0,40207.94,3068.661666666667,7.0,5.0,26.0,6.0,27.0,20.0,1.07,9.0,1.0,1914.22,26.89844743334876,161.0,3,159.6921422129592,103.22215903276032,5.0,293.9518654209472,Standard
24.0,40207.94,3068.661666666667,7.0,5.0,26.0,6.0,27.0,19.0,1.07,9.0,1.0,1914.22,29.747253994601365,163.0,3,159.6921422129592,75.56946206584523,6.0,311.6045623878623,Poor
25.0,40207.94,3068.661666666667,7.0,5.0,26.0,6.0,27.0,21.0,1.07,14.0,1.0,1914.22,26.17021971364825,167.0,3,159.6921422129592,101.98647091126836,5.0,295.1875535424391,Poor
25.0,40207.94,3068.661666666667,7.0,5.0,26.0,6.0,27.0,19.0,5.07,14.0,1.0,1914.22,30.620643004673823,168.0,3,159.6921422129592,160.91670456029718,1.0,276.2573198934104,Poor
28.0,8113.06,732.0883333333335,9.0,5.0,34.0,7.0,56.0,16.0,20.65,9.0,1.0,3320.52,33.77913965232342,87.0,3,40.05699375175953,35.79350115264465,1.0,287.3583384289292,Poor
28.0,8113.06,732.0883333333335,9.0,5.0,34.0,7.0,51.0,16.0,17.65,9.0,1.0,3320.52,29.288241988307057,88.0,3,40.05699375175953,66.2053383687457,1.0,256.94650121282814,Poor
28.0,8113.06,732.0883333333335,9.0,5.0,34.0,7.0,53.0,19.0,20.65,9.0,1.0,3320.52,22.67071762532228,90.0,3,40.05699375175953,39.61787594639837,4.0,253.53396363517547,Poor
29.0,13499.855,1026.9879166666667,7.0,3.0,3.0,2.0,7.0,8.0,1.92,0.0,2.0,453.75,27.78990975883847,255.0,1,12.000280476233074,93.2078794938598,1.0,287.4906316965738,Standard
29.0,13499.855,1026.9879166666667,7.0,3.0,3.0,2.0,7.0,8.0,1.92,0.0,2.0,453.75,31.43208721079725,256.0,1,12.000280476233074,48.876739948009,3.0,311.82177124242463,Standard
26.0,20602.02,1727.835,10.0,8.0,23.0,7.0,17.0,18.0,4.49,9.0,1.0,4946.5,25.725088352193083,34.0,3,93.60095036217648,40.077977114454455,5.0,289.10457252336914,Poor
27.0,20602.02,1727.835,10.0,8.0,23.0,7.0,21.0,20.0,11.49,9.0,1.0,4946.5,37.3750456295727,37.0,3,93.60095036217648,232.723480588214,1.0,136.4590690496095,Poor
43.0,41702.9,3249.241666666667,7.0,8.0,27.0,6.0,42.0,21.0,6.31,8.0,1.0,2334.29,32.275813048855035,95.0,3,145.6395523263464,51.73299376906678,5.0,377.5516205712535,Poor
17.0,61266.63,5296.5525,4.0,6.0,15.0,2.0,13.0,13.0,14.45,12.0,2.0,570.58,36.83185916505046,117.0,3,74.69387361398931,89.5791026561862,5.0,615.3822737298245,Standard
21.0,14125.04,1202.0866666666668,5.0,4.0,7.0,2.0,2.0,7.0,4.0,0.0,3.0,446.31,30.66964809615489,216.0,1,14.539656280747506,115.61965990540888,1.0,280.04935048051027,Standard
21.0,14125.04,1202.0866666666668,5.0,4.0,7.0,2.0,2.0,5.0,3.0,0.0,3.0,446.31,26.73864188031931,218.0,1,14.539656280747506,22.67981297106255,5.0,332.9891974148566,Standard
21.0,14125.04,1202.0866666666668,5.0,4.0,7.0,2.0,2.0,6.0,3.0,0.0,3.0,446.31,27.366109242662468,220.0,1,14.539656280747506,146.2772246611832,1.0,249.391785724736,Standard
27.0,34677.86,2725.8216666666667,6.0,5.0,16.0,7.0,30.0,24.0,5.57,6.0,1.0,2345.02,36.81429184806119,190.0,3,182.5851834962603,44.778412034545326,6.0,285.2185711358611,Standard
27.0,34677.86,2725.8216666666667,6.0,5.0,16.0,7.0,27.0,21.0,5.57,6.0,1.0,2345.02,28.163004118841247,191.0,3,182.5851834962603,200.71234133450525,1.0,179.28464183590114,Poor
27.0,34677.86,2725.8216666666667,6.0,5.0,16.0,7.0,26.0,23.0,5.57,6.0,1.0,2345.02,28.84676928112107,193.0,3,182.5851834962603,81.36748560451295,5.0,258.6294975658936,Poor
27.0,34677.86,2725.8216666666667,6.0,5.0,16.0,7.0,23.0,22.0,5.57,6.0,1.0,2345.02,30.94079909385309,195.0,2,182.5851834962603,98.3631777268248,1.0,281.6338054435816,Poor
33.0,28206.96,2294.58,7.0,7.0,25.0,7.0,51.0,20.0,8.74,12.0,1.0,1784.66,31.462300857658573,167.0,3,135.13379919070908,141.47809222482442,4.0,212.8461085844665,Poor
33.0,28206.96,2294.58,7.0,7.0,25.0,7.0,52.0,18.0,8.74,12.0,1.0,1784.66,24.62238245890968,170.0,3,135.13379919070908,137.42816315063862,3.0,226.89603765865223,Poor
27.0,51627.39,4132.2825,4.0,7.0,19.0,2.0,7.0,13.0,16.03,6.0,2.0,2412.6,34.951389281021385,205.0,3,58.65782243740803,42.68856382470254,6.0,551.8818637378895,Poor
20.0,37679.14,3267.9283333333333,10.0,6.0,17.0,5.0,34.0,18.0,22.42,7.0,1.0,4857.87,38.45067445160136,124.0,3,95.41117062152838,255.8983848466333,1.0,265.4832778651717,Standard
20.0,37679.14,3267.9283333333333,10.0,6.0,17.0,5.0,34.0,18.0,22.42,7.0,1.0,4857.87,37.19475780280438,129.0,3,95.41117062152838,69.38248207150116,4.0,421.999180640304,Standard
27.0,19435.6,1523.6333333333332,5.0,4.0,19.0,4.0,18.0,16.0,10.36,8.0,2.0,730.66,35.43885016628923,153.0,3,44.64073068180964,76.47797384508185,2.0,311.2446288064418,Standard
27.0,19435.6,1523.6333333333332,5.0,4.0,19.0,4.0,16.0,16.0,10.36,8.0,2.0,730.66,35.4349165170623,155.0,3,44.64073068180964,88.90565558212711,1.0,308.8169470693965,Standard
28.0,19435.6,1523.6333333333332,5.0,4.0,19.0,4.0,16.0,16.0,10.36,11.0,2.0,730.66,40.96983395557157,159.0,3,44.64073068180964,20.67399291557076,5.0,337.04860973595294,Standard
40.0,30802.79,2691.8991666666666,5.0,5.0,5.0,3.0,9.0,4.0,9.18,2.0,3.0,388.92,23.255067516619604,310.0,1,72.86320126538243,111.1207653552767,4.0,345.2059500460076,Good
40.0,30802.79,2691.8991666666666,5.0,5.0,5.0,3.0,9.0,7.0,9.18,2.0,3.0,388.92,29.35638422107712,311.0,1,72.86320126538243,211.803085829406,2.0,264.52362957187825,Good
41.0,30802.79,2691.8991666666666,5.0,5.0,5.0,3.0,4.0,7.0,9.18,2.0,3.0,388.92,28.93961728564283,315.0,1,72.86320126538243,31.50878714120452,6.0,404.81792826007967,Good
26.0,57294.2,4699.516666666666,6.0,3.0,34.0,6.0,23.0,9.0,15.84,8.0,2.0,1347.23,34.70802972081713,216.0,3,253.7824797136136,130.5864111105059,5.0,335.5827758425472,Poor
27.0,57294.2,4699.516666666666,6.0,3.0,34.0,6.0,23.0,8.0,15.84,11.0,2.0,1347.23,27.73088587615461,220.0,3,253.7824797136136,61.22214019180587,6.0,394.9470467612472,Poor
33.0,46887.99,4167.3325,7.0,6.0,25.0,3.0,53.0,20.0,8.629999999999999,9.0,1.0,2646.39,38.73755375155637,214.0,3,66.4137776467571,158.95092478186632,5.0,441.3685475713767,Poor
33.0,46887.99,4167.3325,7.0,6.0,25.0,3.0,58.0,20.0,13.63,14.0,1.0,2646.39,28.573129619266503,216.0,3,66.4137776467571,112.58934409625452,2.0,517.7301282569886,Poor
55.0,16857.295,1121.7745833333329,0.0,5.0,12.0,3.0,21.0,7.0,11.23,1.0,3.0,741.75,36.66973026470528,270.0,1,29.60955069043045,18.035420723190192,6.0,304.53248691971265,Poor
32.0,35104.32,2769.36,3.0,5.0,10.0,4.0,29.0,4.0,7.85,2.0,3.0,1166.23,28.159895573745388,284.0,1,75.22465523908845,30.879178931445956,6.0,410.8321658294656,Poor
32.0,35104.32,2769.36,3.0,5.0,10.0,4.0,29.0,6.0,7.85,2.0,3.0,1166.23,24.292397313255385,285.0,1,75.22465523908845,142.86507570650838,4.0,318.8462690544032,Poor
32.0,35104.32,2769.36,3.0,5.0,10.0,4.0,29.0,8.0,7.85,7.0,3.0,1166.23,36.928155090242186,289.0,1,75.22465523908845,113.1390742358545,1.0,378.5722705250572,Poor
14.0,39234.08,3201.5066666666667,8.0,9.0,31.0,4.0,53.0,18.0,4.94,12.0,1.0,2176.02,30.450789161313747,122.0,2,98.564850528791,325.08722637649737,2.0,176.49858976137824,Poor
15.0,39234.08,3201.5066666666667,8.0,9.0,31.0,4.0,57.0,19.0,4.94,12.0,1.0,2176.02,25.059213947826137,123.0,3,98.564850528791,363.2230910229764,1.0,148.36272511489932,Standard
15.0,39234.08,3201.5066666666667,8.0,9.0,31.0,4.0,55.0,19.0,4.94,14.0,1.0,2176.02,25.16920508531919,124.0,3,98.564850528791,110.32676686726616,4.0,371.2590492706095,Standard
15.0,39234.08,3201.5066666666667,8.0,9.0,31.0,4.0,57.0,20.0,4.94,14.0,1.0,2176.02,33.45259083746543,125.0,3,98.564850528791,93.22898209260455,5.0,378.3568340452712,Poor
25.0,16562.01,1240.1674999999998,7.0,7.0,24.0,2.0,20.0,14.0,23.04,11.0,2.0,2577.29,23.58445688577894,246.0,3,25.549497753146728,110.00693461978732,3.0,258.460317627066,Poor
43.0,92200.68,7404.39,2.0,6.0,1.0,1.0,22.0,5.0,4.67,3.0,3.0,936.63,36.6720875537265,337.0,1,52.433666768022135,364.44359259635286,2.0,603.561740635625,Poor
46.0,99776.28,8051.69,5.0,7.0,6.0,4.0,14.0,15.0,5.34,4.0,3.0,743.69,35.66431622334379,362.0,1,296.52281809986613,206.0865811124204,6.0,542.5596007877135,Good
47.0,99776.28,8051.69,4.0,6.0,6.0,4.0,14.0,18.0,-1.66,8.0,3.0,743.69,30.13225725379788,368.0,1,296.52281809986613,429.3265888326735,4.0,339.3195930674605,Good
29.0,16362.68,1536.5566666666666,10.0,5.0,18.0,6.0,55.0,24.0,3.36,10.0,1.0,2635.48,40.3098166273528,94.0,3,77.71339407246742,59.11237418618767,1.0,306.8298984080116,Poor
29.0,16362.68,1536.5566666666666,10.0,5.0,18.0,6.0,55.0,23.0,3.36,10.0,1.0,2635.48,28.738590624766186,96.0,3,77.71339407246742,74.83843928946636,4.0,261.10383330473286,Standard
29.0,16362.68,1536.5566666666666,10.0,5.0,18.0,6.0,57.0,22.0,3.36,10.0,1.0,2635.48,27.937121571503354,98.0,2,77.71339407246742,85.7180776732357,1.0,280.22419492096355,Poor
30.0,16362.68,1536.5566666666666,10.0,5.0,18.0,6.0,55.0,24.0,3.36,15.0,1.0,2635.48,35.210302620419135,101.0,3,77.71339407246742,174.2416776347005,1.0,191.70059495949883,Poor
39.0,35284.57,2873.380833333333,3.0,4.0,9.0,2.0,14.0,0.0,3.92,2.0,3.0,1109.18,26.480835866519733,377.0,1,38.381739416563285,176.99937093580365,3.0,341.9569729809664,Good
39.0,35284.57,2873.380833333333,3.0,4.0,9.0,2.0,14.0,0.0,3.92,2.0,3.0,1109.18,36.644463968643095,378.0,1,38.381739416563285,205.761833596329,1.0,333.19451032044105,Good
39.0,35284.57,2873.380833333333,3.0,4.0,9.0,2.0,14.0,0.0,3.92,4.0,3.0,1109.18,41.90075177657911,379.0,1,38.381739416563285,101.93243169260911,4.0,407.02391222416094,Good
26.0,35336.77,2893.730833333333,4.0,5.0,16.0,2.0,9.0,17.0,6.76,2.0,2.0,1172.87,36.6546647437803,390.0,1,31.402438038633004,346.01702220082626,1.0,201.95362309387409,Standard
26.0,35336.77,2893.730833333333,4.0,5.0,16.0,2.0,14.0,17.0,-2.24,2.0,2.0,1172.87,39.7795037195644,392.0,1,31.402438038633004,41.7345208148764,5.0,466.23612447982384,Standard
33.0,11550.325,947.5270833333334,5.0,7.0,15.0,2.0,22.0,19.0,1.46,0.0,2.0,689.44,30.620108001665077,209.0,1,10.2908852773625,93.03204819083622,1.0,281.42977486513456,Standard
33.0,11550.325,947.5270833333334,5.0,7.0,15.0,2.0,22.0,19.0,1.46,0.0,2.0,689.44,32.7221128520085,210.0,1,10.2908852773625,32.4940081156632,1.0,341.9678149403077,Standard
38.0,94092.36,7644.03,3.0,6.0,17.0,4.0,18.0,19.0,14.93,8.0,2.0,1338.47,29.50409936318718,313.0,3,299.57634107972353,298.6874000105583,5.0,416.1392589097182,Standard
38.0,94092.36,7644.03,3.0,6.0,17.0,4.0,21.0,19.0,14.93,8.0,2.0,1338.47,33.32873934753406,314.0,2,299.57634107972353,163.07018709913646,6.0,541.75647182114,Standard
39.0,94092.36,7644.03,3.0,6.0,17.0,4.0,21.0,19.0,14.93,10.0,2.0,1338.47,31.74162358811759,320.0,3,299.57634107972353,75.54930669820554,6.0,629.2773522220708,Standard
21.0,31598.5,2517.208333333333,9.0,7.0,27.0,5.0,39.0,16.0,18.79,8.0,1.0,4572.01,29.6308891454356,19.0,2,127.89861427518107,27.36947427663408,6.0,336.45274478151816,Standard
21.0,31598.5,2517.208333333333,9.0,7.0,27.0,5.0,39.0,16.0,18.79,8.0,1.0,4572.01,34.35894935277811,26.0,3,127.89861427518107,51.05689157692334,5.0,322.7653274812289,Standard
20.0,18822.02,1821.5016666666668,4.0,3.0,19.0,2.0,11.0,21.0,7.630000000000001,8.0,2.0,1464.16,28.536652309424117,188.0,3,16.429684492487187,110.92636610614272,2.0,334.79411606803683,Standard
21.0,18822.02,1821.5016666666668,4.0,3.0,19.0,2.0,11.0,18.0,9.63,10.0,2.0,1464.16,26.28855472993604,189.0,3,16.429684492487187,36.11987133160779,6.0,369.6006108425717,Standard
21.0,18822.02,1821.5016666666668,4.0,3.0,19.0,2.0,11.0,18.0,9.63,10.0,2.0,1464.16,31.64912531775782,191.0,3,16.429684492487187,85.70991043858301,2.0,360.01057173559644,Standard
21.0,18822.02,1821.5016666666668,4.0,3.0,19.0,2.0,11.0,18.0,9.63,10.0,2.0,1464.16,35.08427349566813,192.0,3,16.429684492487187,111.03572013096404,2.0,334.68476204321536,Standard
53.0,61203.18000000001,4911.265,7.0,3.0,5.0,4.0,26.0,18.0,8.29,3.0,3.0,1194.51,24.043045982814608,285.0,1,133.60593539453544,173.33654427271784,2.0,464.1840203327468,Standard
53.0,61203.18000000001,4911.265,7.0,3.0,5.0,4.0,25.0,19.0,8.29,7.0,3.0,1194.51,36.427808121231415,286.0,2,133.60593539453544,314.6534631471595,4.0,302.8671014583051,Good
29.0,11586.525,943.54375,5.0,6.0,18.0,2.0,27.0,17.0,14.0,1.0,2.0,498.68,30.418074027485808,266.0,3,15.46654664404272,68.21107413370619,1.0,300.67675422225113,Standard
29.0,11586.525,943.54375,5.0,6.0,18.0,2.0,24.0,18.0,14.0,1.0,2.0,498.68,26.37501400842885,268.0,3,15.46654664404272,95.70111113281614,1.0,273.1867172231412,Standard
29.0,11586.525,943.54375,5.0,6.0,18.0,2.0,24.0,16.0,14.0,1.0,2.0,498.68,25.35269092707675,269.0,3,15.46654664404272,45.80072340136405,4.0,293.0871049545932,Standard
48.0,80953.20000000001,6722.100000000001,6.0,3.0,8.0,2.0,16.0,9.0,7.14,4.0,2.0,597.32,27.445351334554807,271.0,3,111.72879638411533,159.25427460343158,5.0,651.2269290124532,Standard
47.0,102260.0,8580.666666666666,5.0,5.0,7.0,3.0,29.0,16.0,18.08,3.0,2.0,407.46,40.06052834441978,316.0,3,233.3445042913777,191.6754833332071,5.0,683.0466790420819,Standard
24.0,74866.6,5964.883333333334,5.0,4.0,32.0,5.0,21.0,17.0,10.3,10.0,2.0,1798.0,26.330522958756703,92.0,3,277.45804355221475,181.584551694068,4.0,397.4457380870507,Poor
24.0,74866.6,5964.883333333334,5.0,4.0,32.0,5.0,21.0,16.0,12.3,10.0,2.0,1798.0,31.444064921800425,94.0,3,277.45804355221475,221.11393357038315,1.0,387.9163562107356,Poor
42.0,16678.98,1233.915,8.0,7.0,23.0,2.0,55.0,10.0,9.36,8.0,2.0,2195.45,24.33279503059604,85.0,3,14.490600920325534,47.44111388299528,2.0,341.4597851966792,Standard
42.0,16678.98,1233.915,8.0,7.0,23.0,2.0,55.0,13.0,9.36,8.0,2.0,2195.45,27.726264271211036,87.0,3,14.490600920325534,77.9005197648627,1.0,321.00037931481177,Poor
42.0,16678.98,1233.915,8.0,7.0,23.0,2.0,55.0,14.0,14.36,9.0,2.0,2195.45,33.145601126874496,89.0,3,14.490600920325534,112.61730427703544,2.0,276.2835948026391,Poor
42.0,16678.98,1233.915,8.0,7.0,23.0,2.0,55.0,13.0,9.36,9.0,2.0,2195.45,38.04364490515941,90.0,3,14.490600920325534,57.38028798295511,2.0,331.52061109671934,Standard
42.0,16678.98,1233.915,8.0,7.0,23.0,2.0,55.0,13.0,9.36,9.0,2.0,2195.45,27.91515976067168,92.0,3,14.490600920325534,132.1709855439563,1.0,266.7299135357182,Standard
21.0,9812.96,875.7466666666666,8.0,3.0,9.0,7.0,13.0,10.0,12.39,5.0,2.0,727.39,31.159239938003864,98.0,3,57.0133798275671,53.01417402099121,4.0,237.5471128181084,Standard
21.0,9812.96,875.7466666666666,8.0,3.0,9.0,7.0,8.0,9.0,12.39,5.0,2.0,727.39,28.576716438083764,102.0,3,57.0133798275671,49.53001757092759,2.0,261.031269268172,Standard
41.0,53226.52,4432.543333333333,7.0,4.0,17.0,2.0,15.0,12.0,16.84,4.0,2.0,816.31,35.70994325221945,208.0,3,60.9273031335529,72.69781933496924,5.0,559.6292108648112,Standard
41.0,53226.52,4432.543333333333,7.0,4.0,17.0,2.0,11.0,12.0,16.84,4.0,2.0,816.31,31.64424768608027,209.0,3,60.9273031335529,381.8303417532237,2.0,280.49668844655656,Standard
41.0,53226.52,4432.543333333333,7.0,4.0,17.0,2.0,15.0,14.0,16.84,4.0,2.0,816.31,30.283169577751643,212.0,3,60.9273031335529,135.0042114438597,4.0,507.3228187559207,Standard
41.0,53226.52,4432.543333333333,7.0,4.0,17.0,2.0,15.0,14.0,16.84,4.0,2.0,816.31,36.3773248093728,213.0,3,60.9273031335529,162.6092283305731,5.0,469.7178018692073,Standard
31.0,15129.9,1166.825,7.0,9.0,28.0,9.0,58.0,16.0,8.73,8.0,1.0,1801.79,28.230257619402103,204.0,3,70.50545410331424,41.89903865258198,5.0,254.27800724410372,Poor
31.0,63525.64,5409.803333333333,4.0,7.0,9.0,3.0,12.0,5.0,10.73,2.0,3.0,1016.0,40.758351975736055,369.0,2,145.9295599871315,104.28126259533572,5.0,540.7695107508662,Good
26.0,21613.57,1716.1308333333334,4.0,7.0,18.0,7.0,26.0,10.0,18.42,5.0,2.0,878.38,36.31379729279475,169.0,3,99.97414136966336,31.02212349150012,6.0,280.61681847216994,Standard
26.0,21613.57,1716.1308333333334,4.0,7.0,18.0,7.0,26.0,11.0,18.42,5.0,2.0,878.38,29.343216178600567,170.0,3,99.97414136966336,46.68276154383999,5.0,274.95618041983,Standard
26.0,21613.57,1716.1308333333334,4.0,7.0,18.0,7.0,21.0,11.0,18.42,5.0,2.0,878.38,22.412567931035504,172.0,3,99.97414136966336,142.42279154819798,2.0,209.21615041547204,Standard
26.0,21613.57,1716.1308333333334,4.0,7.0,18.0,7.0,18.0,14.0,18.42,5.0,2.0,878.38,34.84697916287236,173.0,3,99.97414136966336,64.93755195806996,2.0,286.70139000560005,Standard
26.0,21613.57,1716.1308333333334,4.0,7.0,18.0,7.0,21.0,11.0,18.42,5.0,2.0,878.38,36.78939845207504,174.0,2,99.97414136966336,79.74033834562627,3.0,261.8986036180437,Standard
32.0,20040.64,1508.053333333333,3.0,6.0,9.0,2.0,22.0,10.0,10.68,0.0,3.0,1255.55,37.31912721838794,386.0,2,32.71828748280314,84.60260998642529,1.0,323.4844358641048,Poor
33.0,20040.64,1508.053333333333,3.0,6.0,9.0,2.0,17.0,10.0,10.68,5.0,3.0,1255.55,23.23624795139792,392.0,1,32.71828748280314,95.14376283285408,2.0,302.9432830176761,Poor
25.0,40341.16,3602.763333333334,2.0,5.0,1.0,4.0,7.0,11.0,7.33,2.0,3.0,1183.73,33.50431631678767,242.0,1,113.02110273975028,125.40087360213896,5.0,371.85435699144415,Standard
25.0,40341.16,3602.763333333334,2.0,5.0,1.0,4.0,7.0,12.0,4.33,4.0,3.0,1183.73,34.09411213636852,243.0,1,113.02110273975028,87.05279683017605,6.0,400.20243376340704,Good
25.0,40341.16,3602.763333333334,2.0,5.0,1.0,4.0,6.0,11.0,8.33,4.0,3.0,1183.73,26.75494259598409,244.0,1,113.02110273975028,60.270194236555525,5.0,436.9850363570276,Standard
26.0,40341.16,3602.763333333334,2.0,5.0,1.0,4.0,7.0,11.0,8.33,4.0,3.0,1183.73,32.13925262779219,245.0,1,113.02110273975028,389.6969803165417,1.0,147.55825027704128,Standard
49.0,88859.37,7517.947499999998,5.0,4.0,8.0,1.0,8.0,10.0,2.49,4.0,3.0,473.15,37.84948778492753,271.0,1,49.22129745292568,374.3248928758553,4.0,588.248559671219,Good
49.0,88859.37,7517.947499999998,5.0,4.0,8.0,1.0,8.0,12.0,-3.51,4.0,3.0,473.15,35.06889067686433,272.0,1,49.22129745292568,310.77801389603815,1.0,681.7954386510362,Good
